residence	sex	username	user_id	address	birthdate	race	job	name	current_location	mail
	M	ackermannhelene	2418	"Egon-Eberth-Weg 9
27854 Ebern"	1954-02-20			Igor Gröttner B.A.	(Decimal('72.6023005'), Decimal('-112.565717'))	rohtrose@gmail.com
		blahadenis	2125	"Pod Výšinkou 591
423 00 Staňkov"			Community education officer	Marcel Svoboda	(Decimal('66.785611'), Decimal('7.022332'))	polakpavel@centrum.cz
山形県目黒区渡辺18丁目6番5号 パーク日光481	F	mikako82	1621		2021-11-04			村上 幹	(Decimal('70.157260'), Decimal('114.934624'))	kazuyahasegawa@gmail.com
"Jochem-Scheuermann-Platz 2/9
76989 Plauen"	F	thaddaeus38	1846		1917-01-04			Univ.Prof. Jennifer Losekann	(Decimal('45.816121'), Decimal('155.484415'))	zfaust@aol.de
		ohorakova	732		1982-07-03	unspecified	Air traffic controller	Alexander Pokorný	(Decimal('49.374677'), Decimal('170.719484'))	matyas48@centrum.cz
		gabrielanovotna	1512	"Za Stadionem 38
508 68 Libochovice"				Tereza Němcová		magdalenasvobodova@volny.cz
"Jana-Matthäi-Weg 303
29159 Lübeck"		larissa67	54	"Gusti-Jähn-Weg 6
75017 Mayen"			Polizist	Raphaela Klapp	(Decimal('-36.1422865'), Decimal('-12.523243'))	henschellene@web.de
		lbohlander	1808	"Häringallee 7
25808 Einbeck"	1926-02-24		Chirurgiemechaniker	Wolfhard Heinrich B.Eng.	(Decimal('21.345822'), Decimal('-118.324708'))	polina72@gmx.de
	F	marek73	1330	"Na Srážku 8
196 75 Lanžhot"	1947-09-12		Trade mark attorney	Jiřina Dvořáková	(Decimal('30.5223145'), Decimal('24.263700'))	barbora31@chello.cz
		moriyuta	1055	沖縄県神津島村皇居外苑21丁目19番14号			花火師	山崎 舞	(Decimal('59.8044255'), Decimal('143.289528'))	tsubasasaito@gmail.com
		sofiafranke	2516	"Stiffelplatz 4
48814 Eutin"	1942-11-07		Polizist	Dr. Gerta Jähn	(Decimal('60.513401'), Decimal('109.526473'))	wagnertomasz@yahoo.de
	M	reinhardlosekann	585		1917-02-28		Schornsteinfeger	Thorben Textor	(Decimal('-51.9920505'), Decimal('-17.263681'))	lisetteschoenland@yahoo.de
"Reuterstraße 301
96109 Duderstadt"		hoevelmarie-louise	1797	"Liselotte-Stiffel-Weg 3/6
97621 Backnang"	1937-07-12	unspecified	Erzieher	Berta Briemer	(Decimal('35.263913'), Decimal('88.792953'))	nancy06@gmx.de
		treccaniezio	1372	"Stretto Capecchi, 8
24060, Solto Collina (BG)"	1991-08-24			Cassandra Pergolesi		bragaglialivio@poste.it
	M	maria-sophia72	657	"Jardim Ana Sophia Silveira, 71
Dona Clara
51419041 da Cunha / AP"				Dr. Marcos Vinicius da Conceição	(Decimal('-59.5211485'), Decimal('-70.082597'))	fernandomoraes@gmail.com
	F	rvieira	1688	"Conjunto Costela, 69
Santa Maria
40111-364 Barros Grande / MG"				Emanuelly Ramos	(Decimal('-31.619751'), Decimal('117.479955'))	ssantos@bol.com.br
		akemimatsumoto	519	北海道いすみ市東大和町3丁目17番20号	1913-12-18			高橋 桃子	(Decimal('87.377891'), Decimal('-178.504220'))	yosuke71@hotmail.com
"Kotrčová 658
481 86 Janov"		dusekemil	906	"Kremnická 9
255 44 Dubí"	1999-09-03			Renáta Bláhová	(Decimal('27.450363'), Decimal('-25.340979'))	romankriz@centrum.cz
		jcanetta	306	"Canale Alfieri, 5
98048, San Martino (ME)"	1939-04-02			Carlo Pisani	(Decimal('80.6739465'), Decimal('99.693653'))	morriconegiuliana@libero.it
	F	ewilliams	2071	"6983 Monica Pine Suite 655
Hillfort, NY 77597"		unspecified		Isabel Sullivan	(Decimal('-78.9211835'), Decimal('21.343551'))	ghowell@gmail.com
"Avenida Moura
Itaipu
93125-949 Porto / RN"		danielribeiro	205	"Via de da Cruz, 45
Conjunto Minas Caixa
89683477 Caldeira / PI"	1994-10-30			Anthony Caldeira	(Decimal('58.2156105'), Decimal('105.751626'))	danielsilva@hotmail.com
	F	tmiura	1308	香川県香取郡多古町平須賀40丁目9番14号		unspecified	映画監督	長谷川 明美	(Decimal('-31.563185'), Decimal('-58.086844'))	miki77@hotmail.com
	F	priha	1711	"U Větrníku 184
443 23 Přibyslav"	2005-08-04			Sára Zemanová Ph.D.	(Decimal('-51.603854'), Decimal('144.793804'))	denisastastna@volny.cz
		yutatakahashi	2214	熊本県大網白里市西神田23丁目5番11号	2010-12-13		モデル	中村 晃	(Decimal('-2.246823'), Decimal('-50.521371'))	otamanabu@hotmail.com
		holubovajulie	318				Conservation officer, nature	slečna Jana Králová	(Decimal('87.3531245'), Decimal('-110.425134'))	ruzickovabarbora@post.cz
	M	hudsonrichard	333	"9826 Amanda Ramp Apt. 567
Trevorfurt, NM 05300"	1939-03-21	black		Samuel Walters		dgonzales@gmail.com
"Praça Manuela Silva, 9
Horto Florestal
95323-217 da Mata / SP"	F	yuri05	1609			black		Ana Beatriz Cunha	(Decimal('-3.596956'), Decimal('167.200037'))	vinicius19@bol.com.br
"Quadra Gomes, 65
Vila Suzana Primeira Seção
46832-601 Rodrigues da Serra / PB"	F	luiz-fernando65	537	"Trecho Cardoso, 976
Conjunto Santa Maria
06920182 Castro do Norte / RS"				Alexia Ramos	(Decimal('-79.0809645'), Decimal('161.096999'))	renan33@hotmail.com
	M	ugolinocasale	1682	"Vicolo Navarria, 491 Piano 7
80077, Ischia (NA)"	1914-09-23	asian	Editorial assistant	Dario Pagliaro	(Decimal('85.497954'), Decimal('71.826711'))	guglielmojuvara@tim.it
		weissadriana	2480	"Francis-Jäkel-Straße 70
24550 Crailsheim"	1910-06-08			Patrick Höfig MBA.	(Decimal('20.0978715'), Decimal('48.722786'))	kdoerr@hotmail.de
	M	trebbiniccolo	1132				Agricultural engineer	Sig. Guido Letta	(Decimal('-14.869914'), Decimal('-150.861168'))	evangelista89@yahoo.com
"Ladeira de Correia, 61
Calafate
00115-015 Melo da Serra / RO"	F	nunesisaac	60	"Praça Bruna Santos, 747
Vila Nova Cachoeirinha 1ª Seção
90679-313 da Costa / AC"			Procurador de justiça	Bruna Farias	(Decimal('-37.8048985'), Decimal('163.193495'))	ana-luizaalmeida@bol.com.br
"Gina-Gumprich-Weg 2/5
69270 Bremervörde"		cornelia81	1658			asian	Programmierer	Ulrich Weiß	(Decimal('38.2299605'), Decimal('-146.881979'))	heusersimon@hotmail.de
"Aeroporto Ana Silva, 18
Barro Preto
89744362 da Rosa Verde / DF"	F	alicia81	104	"Loteamento Ana Laura Cunha, 598
Ademar Maldonado
35732-240 Souza de Correia / TO"	1917-02-21	black		Stella Nascimento	(Decimal('7.1891875'), Decimal('135.581286'))	pintosabrina@uol.com.br
		sabinekraushaar	1600	"Buttegasse 4
78650 Ludwigsburg"			Krankenschwester	Inken Döring	(Decimal('27.6348985'), Decimal('-13.375930'))	rainerkaul@googlemail.com
	M	veramoravcova	274	"Olympijská 921
627 65 Mikulášovice"				Štefan Šimek DiS.	(Decimal('-50.753769'), Decimal('4.503999'))	alesdvorak@post.cz
	F	mjesus	725	"Estação de Rocha, 58
Manacas
76833582 Nascimento da Serra / SP"	1947-07-26		Arrumadeira	Ana Beatriz Pereira	(Decimal('15.1655715'), Decimal('100.461657'))	wlima@gmail.com
"V Padolině 454
469 62 Nové Sedlo"	F	miroslavaruzickova	2349	"Koclířova 4
550 24 Úpice"				Romana Šimková	(Decimal('-39.762854'), Decimal('-49.368422'))	hhajkova@email.cz
"Passarela Lavínia Fernandes, 808
São Geraldo
53612-307 Moraes de Lopes / DF"	M	antoniosantos	1035	"Estação Pires, 24
São Luiz
48918-261 Correia / PB"				Carlos Eduardo da Cunha	(Decimal('-70.321021'), Decimal('144.787724'))	jda-paz@bol.com.br
		lwinkler	326	"Hans-Helmut-Paffrath-Ring 5/8
59621 Mellrichstadt"	1954-08-12	unspecified		Dipl.-Ing. Iris Margraf	(Decimal('60.412291'), Decimal('-26.597010'))	harloffslawomir@googlemail.com
	M	trombettagianluigi	1371	"Stretto Bonino, 58
27014, Genzone (PV)"			Haematologist	Leonardo Vespa	(Decimal('-88.405346'), Decimal('42.077035'))	mciampi@tiscali.it
"Parque Barbosa
Graça
42533-716 Duarte / RS"		andre93	2042	"Loteamento Breno Ribeiro
Braúnas
15005018 Alves / AM"			Assessor de imprensa	Laura Melo	(Decimal('-53.709563'), Decimal('-5.424139'))	pferreira@ig.com.br
	F	arthurpeixoto	2288	"Lagoa de Aragão, 372
Conjunto Floramar
20697-792 da Rosa do Campo / CE"	1954-06-24			Letícia Silveira	(Decimal('23.4791245'), Decimal('-46.449004'))	vitor86@gmail.com
		panfilopellico	283	"Borgo Tina, 4 Appartamento 55
86049, Ururi (CB)"	2020-06-19			Victoria Rizzo	(Decimal('-9.210080'), Decimal('169.379868'))	berenice95@tiscali.it
		fvitturi	239	"Incrocio Veronica, 30
10094, Selvaggio (TO)"				Virginia Paolucci		luisa53@gmail.com
		dyamazaki	1792	滋賀県いすみ市山中新田37丁目21番13号 箪笥町クレスト716				加藤 美加子	(Decimal('-39.5418995'), Decimal('-53.329908'))	mikisuzuki@yahoo.com
	F	gruzickova	195	"Spolupráce 6
717 99 Svratka"				Naděžda Holubová CSc.	(Decimal('23.8077335'), Decimal('-162.331846'))	zemanovadaniela@post.cz
"Contrada Bajamonti, 0 Piano 5
97017, Donnafugata (RG)"		antonuccibeatrice	858	"Vicolo Ruggiero, 6 Piano 5
66030, Arielli (CH)"	1983-12-04	white		Baccio Giradello	(Decimal('55.2946465'), Decimal('89.638774'))	bassihugo@alice.it
	F	davi62	514	"Fazenda Felipe Nunes, 71
Camargos
70010-870 Novaes Grande / MT"	1997-02-20			Ana Costa	(Decimal('26.466065'), Decimal('-6.488434'))	yferreira@hotmail.com
		bernhard87	100	"Thea-Pieper-Weg 9/1
32210 Merseburg"	1974-09-11	asian	Chemikant	Harald Bloch	(Decimal('-9.791905'), Decimal('65.955740'))	klingelhoeferlotte@gmail.com
	F	vlcekradek	115	"Pod Letištěm 89
148 02 Choceň"	1941-02-04		Technical author	Božena Marešová	(Decimal('-35.0442695'), Decimal('-62.591397'))	marekondrej@post.cz
	F	blahovamaria	1957	"Rýmařovská 2
487 72 Libochovice"			Investment analyst	Věra Veselá	(Decimal('-18.065067'), Decimal('27.295153'))	krizovapavla@email.cz
滋賀県横浜市戸塚区三筋30丁目22番16号 隼町パーク967	M	yoichikimura	2190	京都府小笠原村脚折5丁目10番5号	2011-05-20			山田 裕太	(Decimal('-33.4504865'), Decimal('-111.838573'))	yoshidakenichi@gmail.com
	F	lweiss	2270	"Wulf-Metz-Gasse 038
35423 Cloppenburg"	2012-03-02	black	Medizininformatiker	Univ.Prof. Nada Seip MBA.	(Decimal('-68.1574565'), Decimal('32.449607'))	koch-iielse@gmx.de
	F	sasakihideki	1338	福岡県江東区日本堤28丁目8番4号	1977-10-24			佐々木 七夏	(Decimal('45.813454'), Decimal('-3.460274'))	yoichiito@gmail.com
"Contrada Borrani, 1
27050, Redavalle (PV)"	M	hgoldoni	1275					Oreste Iannuzzi	(Decimal('-41.349905'), Decimal('-177.181966'))	fleopardi@poste.it
		arnulfomazzeo	869		2021-12-24			Tatiana Finetti	(Decimal('-51.377982'), Decimal('131.337641'))	ramonabandello@live.com
		da-conceicaolara	1791	"Alameda de Viana
Vila União
29492-187 Rocha Alegre / MT"		asian		Maria Clara Moura	(Decimal('10.313817'), Decimal('-102.755322'))	gabriellypeixoto@uol.com.br
		wmortati	917		2009-11-24		Teacher, early years/pre	Fortunata Cundari	(Decimal('-86.8237415'), Decimal('49.693577'))	oioppi@hotmail.com
	F	emaly	1289	"Jeruzalémská 58
495 04 Sadská"	1921-04-11	black	Geoscientist	Kateřina Svobodová	(Decimal('-30.363453'), Decimal('-156.861443'))	wcermakova@volny.cz
		thalesfogaca	2335	"Jardim de Silveira, 60
Mantiqueira
76973-125 Silveira de Cunha / AM"	2005-05-15			Marcela Duarte	(Decimal('62.030167'), Decimal('77.370408'))	joanaribeiro@bol.com.br
"Přípřežní 778
642 14 Proseč"		janapokorna	1191	"U Nového Dvora 64
404 18 Liberec"	2014-11-14	unspecified		Jarmila Svobodová	(Decimal('8.4909765'), Decimal('14.908775'))	karelblaha@post.cz
"Joachim-Pergande-Gasse 12
92174 Nabburg"	F	gnaser	1480	"Brunhild-Speer-Ring 8
16887 Berchtesgaden"	1986-07-25		Altenpfleger	Lara Kallert	(Decimal('-6.6540715'), Decimal('69.591891'))	harmgotthard@yahoo.de
		dsato	1281	広島県川崎市幸区東和町6丁目15番9号 シティ前弥六南町793	1949-10-06	black	コピーライター	伊藤 涼平	(Decimal('-53.585178'), Decimal('-47.701117'))	zmori@yahoo.com
"Via Barillaro, 942 Piano 7
64025, Scerne (TE)"		mantegazzalivio	828	"Vicolo Civaschi, 390 Piano 4
23886, Nava (LC)"	1953-03-09			Achille Marsili-Murri		jtosi@virgilio.it
青森県川崎市多摩区細竹42丁目27番1号		satohanako	2057	神奈川県西多摩郡瑞穂町蟇沼11丁目24番4号 東三島アーバン888				小林 春香	(Decimal('-53.853290'), Decimal('-151.126728'))	chiyosuzuki@gmail.com
	F	moravcovanikola	828	"Kadaňská 780
111 21 Chropyně"	1954-12-24	black		Štěpánka Krejčová	(Decimal('-78.2421315'), Decimal('27.234452'))	ilonacermakova@centrum.cz
		caroline74	1034	"Vale Ana Sophia da Cruz, 755
Vila Santa Monica 2ª Seção
74992585 Gomes / DF"	1989-08-18		Enólogo	Luana Viana	(Decimal('-2.788750'), Decimal('-105.396820'))	isiscampos@uol.com.br
"6237 Jenkins Manors Apt. 801
Benjaminshire, PA 15919"	M	richardsondaisy	1669					Michael Maldonado	(Decimal('22.769437'), Decimal('125.219862'))	julie82@gmail.com
	F	guilherme39	1056	"Passarela de Cunha, 408
Esplanada
57330162 Duarte do Oeste / RJ"	2004-12-28		Confeiteiro	Lara Alves	(Decimal('-38.9876265'), Decimal('56.193087'))	portorafael@hotmail.com
"Průškova 524
100 21 Veselí nad Lužnicí"	F	simkovaromana	1574	"Nad Obcí 3
647 12 Králův Dvůr"	1964-05-18			Jiřina Čermáková	(Decimal('-45.9265765'), Decimal('-8.276742'))	novakvaclav@email.cz
	F	julie48	1814	"9082 Sandra Fork Apt. 617
South Kristen, AL 76389"				Colleen Myers	(Decimal('-10.0638115'), Decimal('117.980117'))	qmarsh@yahoo.com
"Jo-Etzler-Straße 33
66338 Celle"	F	anne-rose84	872	"Kruschwitzstraße 6/1
26041 Viechtach"	1930-08-05		Artist	Janina Atzler B.Sc.	(Decimal('-15.926319'), Decimal('-133.741128'))	tobiashentschel@gmail.com
		isisferreira	424	"Loteamento de Aragão, 847
Bernadete
15992-950 Cunha da Serra / PA"			Trompetista	Maria Sophia Caldeira	(Decimal('36.905238'), Decimal('148.924816'))	clariceda-luz@uol.com.br
"Condomínio de Jesus, 49
Vila Ouro Minas
83833638 Costa Paulista / SE"		maria62	1472	"Pátio Kevin Mendes
Coqueiros
79767-562 Moura de da Costa / BA"			Prático	Henrique Souza	(Decimal('89.354628'), Decimal('50.055874'))	vda-conceicao@bol.com.br
"Pátio Jesus, 70
Conjunto São Francisco De Assis
00608-295 da Mota / AP"		sribeiro	2521	"Rodovia Ribeiro
Buraco Quente
54070952 Nunes / CE"		black	Filósofo	Vitor Hugo Araújo	(Decimal('29.6677495'), Decimal('17.216454'))	lopespietra@hotmail.com
	M	denisahorakova	1058	"U Dobešky 770
326 90 Jablonné nad Orlicí"	1965-05-12		Engineer, mining	Otakar Vlček	(Decimal('29.9697255'), Decimal('-141.994484'))	ivlcek@post.cz
"Incrocio Ruggiero, 914 Appartamento 26
15077, Predosa (AL)"		ibonanno	1887	"Viale Evangelista, 13 Piano 4
34131, Trieste (TS)"	2013-10-09			Lorenzo Armellini-Bertolucci	(Decimal('-76.062719'), Decimal('171.363345'))	riccardo92@gmail.com
		maihashimoto	2497	滋賀県八千代市長間1丁目3番15号 睦パーク279			公認会計士	佐藤 くみ子	(Decimal('-22.754670'), Decimal('-46.014145'))	imatsumoto@gmail.com
	M	coreyhunter	1971	"184 Brian Plain Suite 670
Port Elizabethmouth, OH 57671"	2018-02-04	white	Arts administrator	Christopher Dixon	(Decimal('-21.5922015'), Decimal('51.646704'))	ryan65@yahoo.com
	M	naoki33	448	福島県国分寺市前弥六南町11丁目27番8号 クレスト下吉羽563	1958-12-10		ウェブデザイナー	前田 拓真	(Decimal('-68.426312'), Decimal('111.833698'))	yosukesato@hotmail.com
		goetzsaeuberlich	1732	"Kathrin-Losekann-Ring 2/5
16123 Eichstätt"	1951-12-02		Schornsteinfeger	Ing. Norma Kruschwitz B.Eng.		ottilie45@googlemail.com
"Vratislavova 109
521 72 Úpice"	F	kkopecky	1685	"K Matěji 52
455 94 Lučany nad Nisou"			Engineer, chemical	Iveta Dvořáková	(Decimal('-44.2228875'), Decimal('154.610568'))	qjelinkova@gmail.com
"Mádrova 87
462 56 Habry"		ruzickapremysl	656	"Švecova 485
601 57 Hostinné"		unspecified	Chartered certified accountant	Miroslava Moravcová	(Decimal('-83.379008'), Decimal('162.050711'))	vackovabohumila@chello.cz
		ufibonacci	2098		2005-06-29			Dott. Ruggiero Caruso	(Decimal('-54.0652565'), Decimal('-121.083111'))	eguicciardini@poste.it
	M	ecerny	1134	"V Humenci 509
256 94 Úvaly"	1945-07-04			Miloslav Bartoš	(Decimal('57.2161055'), Decimal('124.475808'))	jarmilasedlackova@volny.cz
"15255 Kelly Neck
Steventon, WV 02102"		andersoneileen	227	"780 Derrick Parkways
Brendanbury, CO 75880"	2013-10-14	asian	Teacher, special educational needs	Jennifer Parsons	(Decimal('28.303403'), Decimal('-49.982914'))	bruceanderson@hotmail.com
		melinacarducci	933	"Piazza Pomponio, 8 Appartamento 3
16031, San Bernardo (GE)"	1923-06-08			Salvi Pertile	(Decimal('78.7134155'), Decimal('-90.367198'))	igianvecchio@tiscali.it
	F	kaylabenson	2530	"195 Stephanie Corners Apt. 540
Ramosburgh, AZ 44275"	2022-04-05			Jamie Rogers	(Decimal('29.484484'), Decimal('-98.550490'))	lrobinson@hotmail.com
		wmarkova	2498	"Vítězná 8
267 84 Liberec"			Investment banker, operational	Marcela Dušková DiS.	(Decimal('-19.697762'), Decimal('10.270181'))	martahajkova@post.cz
	M	dangarcia	290		1956-04-02	black		Matthew Perez	(Decimal('-77.819821'), Decimal('-41.996031'))	matthew98@hotmail.com
		fernandesbruno	777	"Ladeira Moraes, 19
Vila Barragem Santa Lúcia
97657-414 Farias / RS"	2003-07-20			Stephany Pereira	(Decimal('70.892570'), Decimal('29.657818'))	opeixoto@gmail.com
	F	kazuya67	737	愛媛県墨田区戸山35丁目5番3号		black		渡辺 さゆり	(Decimal('-85.013106'), Decimal('154.939348'))	shota15@gmail.com
	F	jblaha	2071		2003-08-16	indian		Viktorie Beranová	(Decimal('16.7981105'), Decimal('-160.905728'))	emiliefialova@gmail.com
	M	xmans	2457				Fachinformatiker	Abraham Krein	(Decimal('12.084002'), Decimal('0.828773'))	raymond45@aol.de
	F	igullotta	1842	"Canale Comisso, 20 Piano 6
05022, Fornole (TR)"	1963-05-31			Lolita Boezio-Tomei	(Decimal('-28.1099115'), Decimal('108.329548'))	beatricetarchetti@fastwebnet.it
	M	vavrovablazena	1232	"Nad Libří 8
592 01 Náměšť nad Oslavou"	1954-02-07	black		Eduard Bartoš	(Decimal('-60.4543705'), Decimal('-18.856624'))	nmares@post.cz
		maedamiki	52	青森県神津島村中鉢石町30丁目20番20号 シャルム北上野158	1990-04-14			阿部 太郎	(Decimal('10.573523'), Decimal('99.577491'))	sendo@gmail.com
	F	cunhalucas	72	"Recanto da Rosa, 78
Vila São Gabriel Jacui
04356-951 Duarte / AL"				Isabelly Pinto	(Decimal('-41.329154'), Decimal('-94.674320'))	catarinacardoso@bol.com.br
	M	das-nevesemanuella	1228		1961-02-21			Diogo Pinto	(Decimal('-80.4847365'), Decimal('81.485018'))	silveiraana-luiza@hotmail.com
	M	irmagiacometti	2535	"Incrocio Melissa, 70 Appartamento 21
27047, Santa Maria Della Versa (PV)"	1929-03-23			Pietro Squarcione	(Decimal('25.841850'), Decimal('-21.916338'))	yborsiere@tele2.it
	F	virgilioosvaldo	1894	"Stretto Lippomano, 783
24033, Calusco D'Adda (BG)"	1948-11-27			Dott. Giuseppina Toscani	(Decimal('84.479886'), Decimal('37.592359'))	francesco58@virgilio.it
"Sevim-Berger-Straße 6
53362 Scheinfeld"		hahnpaul-heinz	2452	"Robby-Liebelt-Allee 1
00271 Deggendorf"	1987-12-30	unspecified		Ing. Marisa Scholtz B.Sc.	(Decimal('-55.2634575'), Decimal('-23.381098'))	nfranke@web.de
	M	hashimotokazuya	47	熊本県武蔵野市浅草橋7丁目4番3号 上野桜木コーポ673				山崎 直人		kobayashimanabu@hotmail.com
	M	smithlaura	128	"4166 Stephen Walks Suite 147
West Kevinstad, OK 71015"	1927-01-27		Clinical biochemist	Nicholas Dominguez	(Decimal('-27.114858'), Decimal('-149.638517'))	mphillips@gmail.com
"Jardim de Barbosa, 441
Lagoinha
92342880 Moraes Alegre / DF"		vcunha	1673	"Chácara de Pires, 25
Barão Homem De Melo 3ª Seção
67024725 Fogaça / PB"				Thiago Gomes	(Decimal('34.1258055'), Decimal('67.834294'))	gmendes@bol.com.br
"Favela de Lopes, 55
Estrela Do Oriente
99750954 Almeida / RJ"	F	gomesmaria-cecilia	1928	"Jardim Alves, 6
Marieta 3ª Seção
50934-717 Costa / PB"				Ana Laura Ribeiro	(Decimal('-59.6555085'), Decimal('52.850027'))	fernandesfelipe@ig.com.br
"Vereda de Melo, 92
Independência
73223771 Pinto da Mata / DF"	M	dbarros	1685	"Estação João Pedro Castro, 66
Vila Das Oliveiras
00595352 da Mata / MG"	1949-06-18			Arthur da Costa	(Decimal('-73.097761'), Decimal('-144.129676'))	agatha62@uol.com.br
		jack12	714	"PSC 7341, Box 9167
APO AE 74661"			Fast food restaurant manager	Amanda King	(Decimal('-32.404853'), Decimal('11.407752'))	tkhan@yahoo.com
		mbersani	358	"Canale Annalisa, 442
00166, Borgata Casalotti (RM)"				Girolamo Leone-Baracca	(Decimal('-62.618892'), Decimal('-21.339814'))	costantinosanudo@fastwebnet.it
		raquel30	713	"Vila Almeida, 70
Casa Branca
45699-336 Moreira / DF"	1909-07-01	white		Clara Nunes	(Decimal('-66.2010205'), Decimal('-92.386365'))	srocha@bol.com.br
"Stretto Salvatore, 683
17019, Faie (SV)"	F	rizzosabatino	487	"Canale Tartini, 4 Appartamento 7
63066, Grottammare (AP)"	1954-12-09	asian	Operational researcher	Adele Sismondi	(Decimal('-71.0537815'), Decimal('113.628092'))	napoleone53@libero.it
		shasegawa	800	長野県狛江市西小来川4丁目16番17号 ハイツ無栗屋749	1933-01-21			佐々木 智也	(Decimal('-71.5080465'), Decimal('-82.476604'))	shota62@gmail.com
